Location,Country,Disease,Species,HM Alert ID,Headline,URL,Issue Date,Tag ,Long,Lat
United States,United States,Measles,Humans,6353950,U.S. Surgeon General visits Vancouver to address measles outbreak - OregonLive.com,https://www.oregonlive.com/health/2019/03/us-surgeon-general-visits-vancouver-to-address-measles-outbreak.html,3/6/19 12:05,Context,-97.556099,39.96693
"Texas, United States",United States,Measles,Humans,6353916,"With 10 measles cases confirmed in Texas, 2019 has already surpassed last year - Dallas News",https://www.dallasnews.com/news/public-health/2019/03/06/10-measles-cases-confirmed-texas-2019-exceeding-last-years-total,3/6/19 21:22,Breaking,-99.2286,31.2409
"Washington State, United States",United States,Measles,Humans,6353705,Washington State Comes One Step Closer to Ending Personal Vaccine Exemptions - TheStranger.com,https://www.thestranger.com/slog/2019/03/06/39530742/washington-state-comes-one-step-closer-to-ending-personal-vaccine-exemptions,3/6/19 17:00,Context,-120.4981,47.487499
"Ocean County, New Jersey, United States",United States,Measles,Humans,6353630,Measles returns to Ocean County a month after outbreak ended - New Jersey 101.5 FM Radio,https://nj1015.com/measles-returns-to-ocean-county-a-month-after-outbreak-ended/,3/6/19 17:47,Breaking,-74.216255,39.90012
"Suwannee County, Florida, United States",United States,Measles,Humans,6353128,DOH: No known measles cases in Suwannee County - Suwannee Democrat,https://www.suwanneedemocrat.com/news/doh-no-known-measles-cases-in-suwannee-county/article_5f4980a0-4029-11e9-b4f3-5f363e47807e.html,3/6/19 11:30,Context,-82.999298,30.249668
"Saint Mary's County, Maryland, United States",United States,Measles,Humans,6353122,"Officials say possible measles case in St. Mary's County unfounded, urge vaccination - WBAL TV Baltimore",https://www.wbaltv.com/article/possible-measles-in-st-marys-county/26674506,3/6/19 7:58,Breaking,-76.616348,38.300129
"California, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-119.750298,37.250198
"Colorado, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-105.512703,38.9935
"Connecticut, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-72.6856,41.672901
"Georgia, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-83.496101,32.7318
"Illinois, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-89.252998,40.0107
"Kentucky, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-84.462898,37.439899
"New Jersey, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-74.355499,40.178799
"New York State, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-75.4981,43.004601
"Oregon, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-120.4981,43.992802
"Texas, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-99.2286,31.2409
"Washington, DC, United States",United States,Measles,Humans,6352903,Measles in adults: Learn if you need the measles vaccine or booster - TODAY,https://www.today.com/health/measles-adults-learn-if-you-need-measles-vaccine-or-booster-t149754,3/5/19 10:20,Context,-77.036697,38.895
"New York City, New York State, United States",United States,Measles,Humans,6352350,New York City measles outbreak rises to 133 cases - Outbreak News Today,http://outbreaknewstoday.com/new-york-city-measles-outbreak-rises-133-cases-62082/,3/6/19 5:34,Breaking,-74.003998,40.713902
"Georgia, United States",United States,Measles,Humans,6351954,Doctors warning of increased cases of measles - WTOC,http://www.wtoc.com/2019/03/06/doctors-warning-increased-cases-measles/,3/5/19 21:33,Context,-83.496101,32.7318
"Kentucky, United States",United States,Measles,Humans,6351592,Rand Paul condemns mandatory vaccines amid measles outbreak - POLITICO,https://www.politico.com/story/2019/03/05/rand-paul-mandatory-vaccines-measles-1240542,3/5/19 16:34,Context,-84.462898,37.439899
"Colorado, United States",United States,Measles,Humans,6351498,ICE Detainees To Receive the MMR Vaccine - PrecisionVaccinations,https://www.precisionvaccinations.com/mumps-cases-reported-during-2019-both-colorado-and-texas-ice-facilities,3/5/19 17:33,Breaking,-105.512703,38.9935
"California, United States",United States,Measles,Humans,6351297,"When measles struck, investigators wanted answers. Instead, some parents lied - Los Angeles Times",https://www.latimes.com/local/california/la-me-ln-measles-vaccine-santa-clara-20190305-story.html,3/5/19 15:05,Context,-119.750298,37.250198
"Alaska, United States",United States,Measles,Humans,6351295,Young child cleared after measles scare in Fort St. John - Alaska Highway News,https://www.alaskahighwaynews.ca/fort-st-john/young-child-cleared-after-measles-scare-in-fort-st-john-1.23653366,3/5/19 13:51,Context,-150.000305,64.000198
"King County, Washington, United States",United States,Measles,Humans,6351294,"As measles cases rise, King County holding free vaccination clinic for children - KIRO Seattle",https://www.kiro7.com/news/local/as-measles-cases-rise-king-county-holding-free-vaccination-clinic-for-children/927568056,3/5/19 10:56,Context,-121.817886,47.466492
"Washington State, United States",United States,Measles,Humans,6351288,"Faith is no excuse for skipping vaccines, says med school professor - Religion News Service",https://religionnews.com/2019/02/28/faith-is-no-excuse-for-skipping-vaccines-says-med-school-professor/,2/28/19 11:01,Context,-120.4981,47.487499
"Georgia, United States",United States,Measles,Humans,6351164,Georgia public health department wants your teens and preteens to get vaccinated - Gainesville Times,https://www.gainesvilletimes.com/news/georgia-public-health-department-wants-your-teens-and-preteens-get-vaccinated/,3/5/19 15:47,Context,-83.496101,32.7318
"Washington, DC, United States",United States,Measles,Humans,6350788,"Measles vaccine doesn't cause autism, says a new, decade-long... - Brainerd Dispatch",https://www.brainerddispatch.com/news/science-and-nature/4580240-measles-vaccine-doesnt-cause-autism-says-new-decade-long-study-half,3/5/19 10:15,Context,-77.036697,38.895
United States,United States,Measles,Humans,6350786,"Measles are preventable and costly, health officials say - Marketplace.org",https://www.marketplace.org/2019/03/05/health-care/health-officials-say-measles-are-preventable-and-costly,3/5/19 10:05,Context,-97.556099,39.96693
"Arizona, United States",United States,Measles,Humans,6350491,Arizona Considers Expanding Exemptions For School Vaccines : Shots - Health News - NPR,https://www.npr.org/sections/health-shots/2019/03/05/698550613/arizona-legislature-mulls-bills-to-weaken-vaccination-requirements,3/5/19 5:00,Context,-111.500298,34.500198
"Washington State, United States",United States,Measles,Humans,6350344,One more time with feeling: no link found between measles vax - Cosmos,https://cosmosmagazine.com/biology/one-more-time-with-feeling-no-link-found-between-measles-vax-and-autism,3/4/19 17:01,Context,-120.4981,47.487499
"Washington, DC, United States",United States,Measles,Humans,6350344,One more time with feeling: no link found between measles vax - Cosmos,https://cosmosmagazine.com/biology/one-more-time-with-feeling-no-link-found-between-measles-vax-and-autism,3/4/19 17:01,Context,-77.036697,38.895
"New Orleans, Louisiana, United States",United States,Measles,Humans,6350344,One more time with feeling: no link found between measles vax - Cosmos,https://cosmosmagazine.com/biology/one-more-time-with-feeling-no-link-found-between-measles-vax-and-autism,3/4/19 17:01,Context,-90.075073,29.954647
"Washington State, United States",United States,Measles,Humans,6350198,DeBolt has measles prevention tips - My Columbia Basin,http://www.mycolumbiabasin.com/2019/03/05/debolt-has-measles-prevention-tips/,3/4/19 23:15,Context,-120.4981,47.487499
"Oregon, United States",United States,Measles,Humans,6350198,DeBolt has measles prevention tips - My Columbia Basin,http://www.mycolumbiabasin.com/2019/03/05/debolt-has-measles-prevention-tips/,3/4/19 23:15,Context,-120.4981,43.992802
"New Jersey, United States",United States,Measles,Humans,6350196,Measles cases increasing around the world – UNICEF - The Punch,https://punchng.com/measles-cases-increasing-around-the-world-unicef/,3/4/19 19:11,Context,-74.355499,40.178799
United States,United States,Measles,Humans,6349734,Mum can't vaccinate son against US measles outbreak due to cancer treatment - 9Honey,https://honey.nine.com.au/2019/03/05/13/43/washington-state-measles-outbreak-vaccination,3/4/19 22:48,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6349646,"Study says measles, mumps, rubella vaccine does not increase risk of autism - WKYC.com",https://www.wkyc.com/article/news/nation-world/study-says-measles-mumps-rubella-vaccine-does-not-increase-risk-of-autism/95-89cb08f2-a65e-4b29-9dbf-2a0998f900f8,3/4/19 23:16,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6349635,"COLUMN: Disease is waiting, waiting, waiting | Columns - Enid News & Eagle",https://www.enidnews.com/opinion/columns/column-disease-is-waiting-waiting-waiting/article_679ec150-9661-5578-bbe3-5c3c3602122c.html,3/2/19 5:00,Context,-97.556099,39.96693
"Pennsylvania, United States",United States,Measles,Humans,6349366,At least 206 measles cases reported this year - kwwl.com,https://kwwl.com/news/top-stories/2019/03/04/at-least-206-measles-cases-reported-this-year/,3/4/19 16:47,Breaking,-77.475601,40.930099
"Ohio, United States",United States,Measles,Humans,6349360,Senate committee to hear from teen who spoke out about anti-vaccine household - WLS-TV,https://abc7chicago.com/senate-committee-to-hear-from-teen-who-spoke-out-about-anti-vaccine-household/5166815/,3/4/19 13:19,Context,-83.012703,40.245899
"Wisconsin, United States",United States,Measles,Humans,6349157,"A Brookfield man with measles went to the gym while he was under quarantine, complaint says - Milwaukee Journal Sentinel",https://www.jsonline.com/story/communities/west/news/brookfield/2019/03/04/brookfield-couple-defies-quarantine-measles-going-public-gym/3056501002/,3/4/19 15:50,Context,-90,44.496498
"New York State, United States",United States,Measles,Humans,6348828,SAJU: Digitally enabled misinformation will lead to next outbreak - RU Daily Targum,http://www.dailytargum.com/article/2019/03/digitally-enabled-misinformation-will-lead-to-next-outbreak,3/4/19 0:07,Context,-75.4981,43.004601
"New Jersey, United States",United States,Measles,Humans,6348828,SAJU: Digitally enabled misinformation will lead to next outbreak - RU Daily Targum,http://www.dailytargum.com/article/2019/03/digitally-enabled-misinformation-will-lead-to-next-outbreak,3/4/19 0:07,Context,-74.355499,40.178799
"Clark County, Washington, United States",United States,Measles,Humans,6348578,Measles Cases Grow But Still None In Yakima - newstalkkit.com,http://newstalkkit.com/measles-cases-grow-but-still-none-in-yakima/,3/4/19 8:14,Breaking,-122.484543,45.799839
United States,United States,Measles,Humans,6348225,Measles Cases In The USA Continue To Rise - Raise Vegan ,https://raisevegan.com/measles-cases-in-the-usa-continue-to-rise/,3/4/19 7:00,Context,-97.556099,39.96693
"Idaho, United States",United States,Measles,Humans,6348223,Idaho immunization rates drop as opt-out numbers surge - Twin Falls Times-News,https://magicvalley.com/news/local/education/idaho-immunization-rates-drop-as-opt-out-numbers-surge/article_599d6014-0ab8-53c9-93e6-5f4466773f92.html,3/4/19 4:00,Context,-114.191902,43.644001
"Oregon, United States",United States,Measles,Humans,6348159,"Worldwide Measles Spotlight: March 3, 2019 - PrecisionVaccinations",https://www.precisionvaccinations.com/331-measles-cases-have-been-reported-clark-county-oregon-new-york-city-and-rockland-county-ny-during,3/3/19 10:28,Context,-120.4981,43.992802
"New York City, New York State, United States",United States,Measles,Humans,6348159,"Worldwide Measles Spotlight: March 3, 2019 - PrecisionVaccinations",https://www.precisionvaccinations.com/331-measles-cases-have-been-reported-clark-county-oregon-new-york-city-and-rockland-county-ny-during,3/3/19 10:28,Context,-74.003998,40.713902
United States,United States,Measles,Humans,6347893,States Push For Laxer Vaccine Regulations Amid Worst Measles Outbreak In Years - The Daily Caller,https://dailycaller.com/2019/03/03/states-laxer-vaccine-regulations-2019/,3/3/19 15:12,Context,-97.556099,39.96693
"Chicago, Illinois, United States",United States,Measles,Humans,6347793,Measles found at Chicago airport - KCAU 9,https://www.siouxlandproud.com/news/local-news/measles-found-at-chicago-airport/1824972888,3/4/19 0:09,Warning,-87.650101,41.849998
United States,United States,Measles,Humans,6347706,Measles testimony before Congress: Drs. Fauci and Messonnier - Outbreak News Today,http://outbreaknewstoday.com/measles-testimony-congress-drs-fauci-messonnier-44979/,3/3/19 9:03,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6347660,Measles poses risks - Akron Beacon Journal,https://www.ohio.com/news/20190303/measles-poses-risks,3/3/19 19:13,Context,-97.556099,39.96693
"Washington State, United States",United States,Measles,Humans,6347512,"New Measles Case, Not Related To The Washington Outbreak Found In Oregon - KDRV",https://www.kdrv.com/content/news/New-Measles-Case-Not-Related-To-The-Washington-Outbreak-Found-In-Oregon-506621601.html,3/3/19 6:57,Breaking,-120.4981,47.487499
"Oregon, United States",United States,Measles,Humans,6347512,"New Measles Case, Not Related To The Washington Outbreak Found In Oregon - KDRV",https://www.kdrv.com/content/news/New-Measles-Case-Not-Related-To-The-Washington-Outbreak-Found-In-Oregon-506621601.html,3/3/19 6:57,Breaking,-120.4981,43.992802
United States,United States,Measles,Humans,6347385,Measles - an emerging political football - Must Read Alaska,http://mustreadalaska.com/measles-an-emerging-political-football/,3/3/19 16:56,Context,-97.556099,39.96693
"Ohio, United States",United States,Measles,Humans,6347274,"Adults may need another measles vaccination, health experts say - WJW FOX 8 News Cleveland",https://fox8.com/2019/02/27/adults-may-need-another-measles-vaccination-health-experts-say/,2/27/19 22:16,Context,-83.012703,40.245899
"Oregon, United States",United States,Measles,Humans,6347149,State lawmakers pushing for laxer vaccine rules despite measles outbreaks - POLITICO,https://www.politico.com/story/2019/03/03/measles-outbreak-vaccination-1192887,3/3/19 7:05,Context,-120.4981,43.992802
"California, United States",United States,Measles,Humans,6347044,Child who flew through Leduc with measles was not properly vaccinated: health authorities - Edmonton Journal,https://edmontonjournal.com/news/local-news/child-that-flew-through-leduc-with-measles-was-not-properly-vaccinated,2/28/19 11:55,Context,-119.750298,37.250198
United States,United States,Measles,Humans,6346721,Why Measles Is a Quintessential Political Issue of Our Time - The New Yorker,https://www.newyorker.com/news/our-columnists/why-measles-is-a-quintessential-political-issue-of-our-time,3/2/19 17:23,Context,-97.556099,39.96693
"New York, New York, United States",United States,Measles,Humans,6346095,"PRO/EDR> Measles update (15): global, UNICEF alert, US Congress",http://promedmail.org/direct.php?id=20190303.6346095,3/3/19 5:50,No Tag,-74.005966,40.714272
"Clark County, Washington, United States",United States,Measles,Humans,6346523,Clark County Measles Outbreak Up To 70 Confirmed Cases - OPB News,https://www.opb.org/news/article/clark-county-measles-cases-70/,3/2/19 18:35,Breaking,-122.484543,45.799839
"Wisconsin, United States",United States,Measles,Humans,6346521,Measles outbreak and flu update: Mayo Clinic Radio - PostBulletin.com,https://www.postbulletin.com/life/health/measles-outbreak-and-flu-update-mayo-clinic-radio/youtube_ce6347ee-4c2d-5b21-9665-a73f1163dcba.html,3/2/19 14:01,Context,-90,44.496498
"Texas, United States",United States,Measles,Humans,6346483,"Amid measles concerns, debate rages in Texas over vaccination requirements - CBS News",https://www.cbsnews.com/news/measles-outbreak-debate-rages-texas-over-vaccination-requirements-2019-03-01/,3/1/19 18:40,Context,-99.2286,31.2409
"Arizona, United States",United States,Measles,Humans,6346426,Arizona Lawmakers Consider Loosening Vaccination Requirements - WFAE,https://www.wfae.org/post/arizona-lawmakers-consider-loosening-vaccination-requirements,3/2/19 8:38,Context,-111.500298,34.500198
"California, United States",United States,Measles,Humans,6346023,"Measles Outbreak: Amazon Pulls Slate of Anti-Vax Documentaries Amid Outcry, but Other Content Remains - Newsweek",https://www.newsweek.com/amazon-measles-outbreak-anti-vax-vaccinations-1349755,3/2/19 11:36,Context,-119.750298,37.250198
"Michigan, United States",United States,Measles,Humans,6345681,Vaccine debate ignites as measles outbreak threatens Michigan - Detroit Free Press,https://www.freep.com/story/news/local/michigan/2019/03/02/michigan-measles-outbreak-vaccine-waiver/3015776002/,3/2/19 6:01,Context,-84.462898,43.580299
"Washington, United States",United States,Measles,Humans,6345229,Measles outbreak: Straight answers about the vaccine - Arizona State University,https://asunow.asu.edu/20190301-solutions-measles-outbreak-straight-answers-about-vaccine,3/1/19 15:23,Breaking,-120.501472,47.500118
"Boston, Massachusetts, United States",United States,Measles,Humans,6345182,Measles outbreak on bus traveling from Boston to N.H. - NewsCenterMaine.com WCSH-WLBZ,https://www.newscentermaine.com/article/news/local/measles-outbreak-on-bus-traveling-from-boston-to-nh/97-62e37855-abeb-4dbe-ac21-20812f09478c,3/1/19 20:59,Breaking,-71.059601,42.358501
"New Hampshire, United States",United States,Measles,Humans,6345182,Measles outbreak on bus traveling from Boston to N.H. - NewsCenterMaine.com WCSH-WLBZ,https://www.newscentermaine.com/article/news/local/measles-outbreak-on-bus-traveling-from-boston-to-nh/97-62e37855-abeb-4dbe-ac21-20812f09478c,3/1/19 20:59,Breaking,-71.4991,43.6758
"Arizona, United States",United States,Measles,Humans,6345178,Arizona Lawmaker Says Mandatory Vaccine Laws are 'Communist' Amid a Nationwide Measles Outbreak - TIME,http://time.com/5542064/kelly-townsend-anti-vax/,3/1/19 16:54,Context,-111.500298,34.500198
"Brooklyn, New York, United States",United States,Measles,Humans,6344710,"Measles outbreak spreads in Orthodox Jewish community, officials say - ABC News",https://abcnews.go.com/US/measles-outbreak-spreads-york-citys-orthodox-jewish-community/story?id=61410838,3/1/19 0:22,Breaking,-73.949585,40.650105
"Maryland, United States",United States,Measles,Humans,6343699,Kids MD: Immunization Hesitancy - Ladue News,https://www.laduenews.com/business/columns/kids-md-immunization-hesitancy/article_7228a807-7230-5016-a3fc-06fa407f68ad.html,2/28/19 13:00,Context,-76.376999,38.9594
United States,United States,Measles,Humans,6343263,Letter: A critical look at vaccinations | Letters | gazettetimes.com - Corvallis Gazette Times,https://www.gazettetimes.com/opinion/letters/letter-a-critical-look-at-vaccinations/article_b165a05f-cd95-5a2a-9e64-4035a40026a7.html,2/28/19 22:20,Context,-97.556099,39.96693
"Chicago, Illinois, United States",United States,Measles,Humans,6343002,"Health officials warn of measles exposure at Midway, suburban hospital - WGN TV Chicago",https://wgntv.com/2019/02/28/health-officials-warn-of-measles-exposure-at-midway-suburban-hospital/,2/28/19 18:11,Warning,-87.650101,41.849998
"Brooklyn, New York, United States",United States,Measles,Humans,6342607,31 new measles cases identified in Brooklyn: Health Dept. - Crain's New York Business,https://www.crainsnewyork.com/health-care/31-new-measles-cases-identified-brooklyn-health-dept,2/28/19 15:32,Breaking,-73.949585,40.650105
"Washington State, United States",United States,Measles,Humans,6342598,"Doctors urge parents to vaccinate children in wake of major measles outbreak - FOX 13 News, Tampa Bay",http://www.fox13news.com/health/doctors-urge-parents-to-vaccinate-children-in-wake-of-major-measles-outbreak,2/27/19 22:52,Context,-120.4981,47.487499
"California, United States",United States,Measles,Humans,6342500,"California Parents Are Getting Around Vaccine Law, Fueling Measles Outbreaks - U.S. News & World Report",https://www.usnews.com/news/health-news/articles/2019-02-28/california-parents-are-getting-around-vaccine-law-fueling-measles-outbreaks,2/28/19 14:00,Context,-119.750298,37.250198
"Virginia, United States",United States,Measles,Humans,6342499,What parents should know about the national measles outbreak - WWBT NBC12 News,http://www.nbc12.com/2019/02/28/what-parents-should-know-about-national-measles-outbreak/,2/28/19 13:10,Context,-78.3545,37.648998
"Washington State, United States",United States,Measles,Humans,6341012,Law would eliminate personal objection exemption to vaccination - The Wahkiakum County Eagle,https://www.waheagle.com/story/2019/02/28/news/law-would-eliminate-personal-objection-exemption-to-vaccination/15853.html,2/27/19 20:53,Context,-120.4981,47.487499
"Ohio, United States",United States,Measles,Humans,6341012,Law would eliminate personal objection exemption to vaccination - The Wahkiakum County Eagle,https://www.waheagle.com/story/2019/02/28/news/law-would-eliminate-personal-objection-exemption-to-vaccination/15853.html,2/27/19 20:53,Context,-83.012703,40.245899
"California, United States",United States,Measles,Humans,6341005,Will the Pacific Northwest measles outbreak jump over to the East Bay? - Richmond Confidential,https://richmondconfidential.org/2019/02/27/will-the-pacific-northwest-measles-outbreak-jump-over-to-the-east-bay/,2/27/19 15:15,Context,-119.750298,37.250198
United States,United States,Measles,Humans,6341003,Reviewing the Administration's Unaccompanied Children Program - Immigration Blog,https://cis.org/Testimony/Reviewing-Administrations-Unaccompanied-Children-Program,2/27/19 10:50,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6340683,Not immune: Vaccine-preventable diseases are coming back - C-VILLE Weekly,https://www.c-ville.com/not-immune-vaccine-preventable-diseases-are-coming-back/,2/27/19 9:39,Context,-97.556099,39.96693
"Washington, DC, United States",United States,Measles,Humans,6340617,How ‘completely avoidable’ measles cases continue to climb - Boston.com,https://www.boston.com/news/politics/2019/02/27/how-completely-avoidable-measles-cases-continue-to-climb,2/27/19 16:24,Context,-77.036697,38.895
"Maine, United States",United States,Measles,Humans,6340445,"High vaccination rates protect Maine, NH from measles outbreak - Foster's Daily Democrat",https://www.fosters.com/news/20190227/high-vaccination-rates-protect-maine-nh-from-measles-outbreak,2/27/19 17:47,Context,-69.257896,45.490898
"New Hampshire, United States",United States,Measles,Humans,6340445,"High vaccination rates protect Maine, NH from measles outbreak - Foster's Daily Democrat",https://www.fosters.com/news/20190227/high-vaccination-rates-protect-maine-nh-from-measles-outbreak,2/27/19 17:47,Context,-71.4991,43.6758
"Oregon, United States",United States,Measles,Humans,6340444,Walden: Measles outbreak showcases under-vaccination - KTVZ,https://www.ktvz.com/news/walden-measles-outbreak-showcases-under-vaccination/1043924187,2/27/19 17:46,Context,-120.4981,43.992802
"Colorado, United States",United States,Measles,Humans,6340313,Rep. Diana DeGette Leads Discussion On Measles Outbreak - CBS Denver,https://denver.cbslocal.com/2019/02/27/diana-degette-measles-outbreak/,2/27/19 14:21,Context,-105.512703,38.9935
"New York State, United States",United States,Measles,Humans,6340197,"Measles Outbreak: More Cases In Rockland County - New City, NY Patch",https://patch.com/new-york/newcity/measles-outbreak-more-cases-rockland-county,2/27/19 13:27,Breaking,-75.4981,43.004601
United States,United States,Measles,Humans,6339740,US debates exemptions for child vaccination rules - FRANCE 24,https://www.france24.com/en/20190227-us-debates-exemptions-child-vaccination-rules,2/27/19 10:19,Context,-97.556099,39.96693
"Texas, United States",United States,Measles,Humans,6339732,"Amid Measles Outbreak, Texas Lawmakers Want to Make it Even Easier to Opt Out of Vaccines - The Texas Observer",https://www.texasobserver.org/amid-measles-outbreak-texas-lawmakers-want-to-make-it-even-easier-to-opt-out-of-vaccines/,2/26/19 11:43,Context,-99.2286,31.2409
"Colorado, United States",United States,Measles,Humans,6338973,"As Colorado seems poised for outbreak, should the state tighten its rules for vaccinations? - 9News.com KUSA",https://www.9news.com/article/news/local/next/as-colorado-seems-poised-for-outbreak-should-the-state-tighten-its-rules-for-vaccinations/73-5fcd0d70-ad46-4e7e-a5d0-9de7dac7f5a3,2/26/19 19:25,Context,-105.512703,38.9935
"New York State, United States",United States,Measles,Humans,6338592,No reason for an outbreak of measales - Coos Bay World,https://theworldlink.com/no-reason-for-an-outbreak-of-measales/article_efb8d15e-73d5-56b3-972c-2fe4f219ab84.html,2/26/19 14:08,Context,-75.4981,43.004601
"Washington State, United States",United States,Measles,Humans,6338592,No reason for an outbreak of measales - Coos Bay World,https://theworldlink.com/no-reason-for-an-outbreak-of-measales/article_efb8d15e-73d5-56b3-972c-2fe4f219ab84.html,2/26/19 14:08,Context,-120.4981,47.487499
"Delaware, United States",United States,Measles,Humans,6338516,Antique guv allays fear vs. measles vaccine - pna.gov.ph,http://www.pna.gov.ph/articles/1062991,2/26/19 8:41,Context,-75.4981,38.9935
"Washington State, United States",United States,Measles,Humans,6338437,Some experts say SC could be vulnerable to a measles outbreak as people forgo vaccines - Charleston Post Courier,https://www.postandcourier.com/features/some-experts-say-sc-could-be-vulnerable-to-a-measles/article_404cc874-349e-11e9-adc1-9f2df05877c8.html,2/26/19 7:45,Breaking,-120.4981,47.487499
United States,United States,Measles,Humans,6338060,PODCAST: HealthWatch | Should you be concerned about Measles outbreaks? - The Courier-Express,http://www.thecourierexpress.com/news/state/podcast-healthwatch-should-you-be-concerned-about-measles-outbreaks/article_b2367a0c-9c15-5211-90d3-5e4d0694e941.html,2/26/19 12:50,Context,-97.556099,39.96693
United States,United States,Measles,Humans,6337270,Growing up unvaccinated: My anti-vaxx mother made me a health risk for the whole community - USA TODAY,https://www.usatoday.com/story/opinion/voices/2019/02/26/measles-mumps-vaccines-teens-autism-outbreak-column/2978717002/,2/26/19 5:00,Context,-97.556099,39.96693
"Arkansas, United States",United States,Measles,Humans,6337260,ANOTHER VIEW: Don't buy the bunk: Vaccinate your kids - Utica Observer Dispatch,https://www.uticaod.com/opinion/20190225/another-view-dont-buy-bunk-vaccinate-your-kids,2/25/19 8:00,Context,-92.504898,34.7416
"Oregon, United States",United States,Measles,Humans,6336703,Potential Measles Case Probed in Oregon - U.S. News & World Report,https://www.usnews.com/news/healthiest-communities/articles/2019-02-25/new-measles-case-possible-in-oregon-washington-infections-hit-66,2/25/19 11:02,Context,-120.4981,43.992802
"Washington, DC, United States",United States,Measles,Humans,6336563,Battle Ground doctor helps start vaccine advocacy group amid outbreak - The Reflector,http://www.thereflector.com/news/article_34ff317a-3942-11e9-82a3-ef83ee490229.html,2/25/19 16:13,Context,-77.036697,38.895
United States,United States,Measles,Humans,6336449,Bill Gates' warning to anti-vaxxers: People in rich countries will die because they aren't getting measles shots - Business Insider,https://www.businessinsider.com/bill-gates-warning-to-anti-vaccine-parents-2019-2,2/25/19 17:20,Context,-97.556099,39.96693
"Illinois, United States",United States,Measles,Humans,6336003,Measles outbreak highlights vaccination issues in Central Illinois - Herald & Review,https://herald-review.com/lifestyles/health-med-fit/measles-outbreak-highlights-vaccination-issues-in-central-illinois/article_ada823be-d3e8-5da8-98e1-c0d7c008fd2b.html,2/25/19 12:22,Context,-89.252998,40.0107
"North Carolina, United States",United States,Measles,Humans,6336002,Local and State Health Departments Encourage Measles Vaccinations for All Children - High Country Press,https://www.hcpress.com/news/local-and-state-health-departments-encourage-measles-vaccinations-for-all-children.html,2/25/19 10:11,Context,-78.969803,35.603699
"Arkansas, United States",United States,Measles,Humans,6334870,Vaccine against measles remains safe and effective | Regional News - Magnoliareporter,http://www.magnoliareporter.com/news_and_business/regional_news/article_1a8fad38-3807-11e9-ba3b-238f62e83897.html,2/24/19 2:37,Context,-92.504898,34.7416
"New York City, New York State, United States",United States,Measles,Humans,6334698,"Worldwide Measles Spotlight: February 24, 2019 - PrecisionVaccinations",https://www.precisionvaccinations.com/measles-hot-spots-include-clark-county-new-york-city-rockland-county-usa,2/24/19 15:39,Context,-74.003998,40.713902
United States,United States,Measles,Humans,6334174,"Weber-Morgan Health officials urge people to stay up-to-date on vaccinations, especially when traveling - Standard-Examiner",https://www.standard.net/news/health-care/weber-morgan-health-officials-urge-people-to-stay-up-to/article_b5a8a8b4-d169-5905-a065-c236684898c7.html,2/24/19 10:00,Context,-97.556099,39.96693
"Oklahoma, United States",United States,Measles,Humans,6334173,Measles vaccine necessary - Muskogee Daily Phoenix,https://www.muskogeephoenix.com/news/measles-vaccine-necessary/article_ebbae9dd-ca76-5d5f-ad38-ba79a75b50de.html,2/24/19 10:00,Context,-97.514702,35.496399
